"id","ing"
48655,"lime"
48655,"cilantro"
48655,"pepper"
48655,"chicken"
48655,"lemongrass"
48655,"turmeric"
48656,"yogurt"
48656,"mint"
48656,"cucumber"
48656,"cumin"
48656,"cayenne"
48657,"butter"
48657,"tomato"
48657,"cilantro"
48657,"yogurt"
48657,"fish"
48657,"cayenne"
48658,"coconut"
48658,"passion_fruit"
48658,"rum"
48658,"vanilla"
48658,"raisin"
48658,"milk_fat"
48658,"seed"
48658,"cinnamon"
48658,"rice"
48658,"lime_peel_oil"
48658,"milk"
48658,"cream"
48659,"coriander"
48659,"butter"
48659,"lemon_juice"
48659,"cumin"
48659,"ginger"
48659,"garlic"
48659,"bell_pepper"
48659,"yogurt"
48659,"chicken"
48659,"turmeric"
48660,"tomato"
48660,"olive_oil"
48660,"cilantro"
48660,"lemon_juice"
48660,"onion"
48660,"garlic"
48660,"bell_pepper"
48660,"turmeric"
48661,"butter"
48661,"lemon_juice"
48661,"onion"
48661,"egg"
48661,"rice"
48661,"salmon"
48661,"parsley"
48662,"fenugreek"
48662,"pepper"
48662,"wheat"
48662,"cauliflower"
48662,"olive_oil"
48662,"ginger"
48662,"white_wine"
48662,"chickpea"
48662,"carrot"
48662,"broccoli"
48662,"coriander"
48662,"vinegar"
48662,"feta_cheese"
48662,"cumin"
48662,"scallion"
48662,"vegetable"
48662,"turmeric"
48663,"orange_peel"
48663,"fenugreek"
48663,"pepper"
48663,"ginger"
48663,"lettuce"
48663,"chicken"
48663,"walnut"
48663,"coriander"
48663,"grape"
48663,"cumin"
48663,"scallion"
48663,"mango"
48663,"yogurt"
48663,"vegetable_oil"
48663,"egg"
48663,"turmeric"
48664,"butter"
48664,"wheat"
48664,"onion"
48664,"potato"
48664,"cayenne"
48664,"cumin"
48664,"ginger"
48664,"fennel"
48664,"garlic"
48664,"vegetable_oil"
48664,"mint"
48664,"turmeric"
48665,"yogurt"
48665,"cilantro"
48665,"cucumber"
48666,"coriander"
48666,"fenugreek"
48666,"pepper"
48666,"cinnamon"
48666,"onion"
48666,"potato"
48666,"cayenne"
48666,"cumin"
48666,"ginger"
48666,"mango"
48666,"tomato"
48666,"yogurt"
48666,"vegetable_oil"
48666,"egg"
48666,"turmeric"
48667,"tomato"
48667,"vinegar"
48667,"celery_oil"
48667,"cauliflower"
48667,"corn"
48667,"cumin"
48667,"ginger"
48667,"garlic"
48667,"vegetable_oil"
48667,"soy_sauce"
48668,"coriander"
48668,"fenugreek"
48668,"pepper"
48668,"cumin"
48668,"ginger"
48668,"tomato"
48668,"vegetable_oil"
48668,"egg"
48668,"turmeric"
48669,"cilantro"
48669,"lemon_juice"
48669,"potato"
48669,"shallot"
48669,"vegetable_oil"
48669,"egg"
48669,"ginger"
48670,"cane_molasses"
